title,artist,date,School Name,Borough,Medium
FINIAL AT WASHINTON SQUARE,Howard Conant,,ALTERNATIVE LEARNING CENTER - MANHATTAN,MANHATTAN,ACRYLIC
FABRIC STUDY PATTERN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
CONCENTRIC TRIANGLES IN GREENS AND YELLOWS,Howard Conant,1973,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
DATA EMISSION,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
VARIATION OF THE BOOK OF LANDISFARNE,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
DESERT SYMMERTY,Howard Conant,1998,J.H.S. 56 - MANHATTAN,MANHATTAN,INK ON PAPER
DESERT SYMMERTY,Howard Conant,1998,J.H.S. 56 - MANHATTAN,MANHATTAN,"WOOD, PAINTED"
ETERNAL FRAME,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,INK
ETERNAL FRAME,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,OIL ON CANVAS
ETERNAL FRAME,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,ACRYLIC ON CANVAS
SUMMER SOLSTICE,Howard Conant,2001,OSSS / DSF - QUEENS,QUEENS,INK
SUMMER SOLSTICE,Howard Conant,2001,OSSS / DSF - QUEENS,QUEENS,GOUACHE
RILKE'S RED BANNER,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,GOUACHE
RILKE'S RED BANNER,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,INK
MAYAN ABSTRACT,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,ACRYLIC ON PLYWOOD
MAYAN ABSTRACT,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,SAND
STAR FLOWER,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,SILVER LEAF
STAR FLOWER,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,GOLD LEAF
STAR FLOWER,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,ACRYLIC
STAR FLOWER,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,INK
STAR FLOWER,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,OIL ON CANVAS BOARD
OUR EASTER LILY,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,PAPER
OUR EASTER LILY,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,GOUACHE
MAYAN PATTERN,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,ACRYLIC
MAYAN PATTERN,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,WOOD
MAYAN PATTERN,Howard Conant,,J.H.S. 56 - MANHATTAN,MANHATTAN,SAND
EGYPTIAN GARDEN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,INK
EGYPTIAN GARDEN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
EGYPTIAN GARDEN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,GOLD LEAF
NAVAJO PATTERN # 1,Howard Conant,1974,OSSS / DSF - QUEENS,QUEENS,
CRISS CROSS PATTERN IN RED & GREEN,Howard Conant,,P.S. 119 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
CHEVRON SERIES # 9,Howard Conant,1974,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
GREEN & LAVENDER CENTRAL CHEVRON PANEL,Howard Conant,,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
CRISS CROSS PATTERN WITH TRIANGLE IN YELLOW AND GREENS,Howard Conant,1972,P.S. 119 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
CHEVRON SERIES # 2,Howard Conant,1974,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
OKAUCHEE #2,Howard Conant,,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
VERTICAL GREEN STRIPES,Howard Conant,,P.S. 119 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
OKAUCHEE # 201,Howard Conant,1974,P.S. 119 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
THREE DISCS,Howard Conant,1974,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
CRISS CROSS DIAGONALS NAVAJO ON WHITE,Howard Conant,1974,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
"CRISS CROSS PATTERN IN RED, YELLOW & WHITE",Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
"CRISS CROSS SERIES IN GREEN & BLUE (WITH CENTRAL RED, YELLOW & WHITE PANEL)",Howard Conant,1974,P.S. 224 - BROOKLYN,BROOKLYN,ACRYLIC ON ILLUSTRATION BOARD
CHEVRONS,Howard Conant,1974,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
"LAVENDER, GREEN AND BLUE SOFT EDGED CIRCLE",Howard Conant,,P.S. 15 - BRONX,BRONX,ACRYLIC ON ILLUSTRATION BOARD
"UNTITLED (CRISS CROSS OF MUSTARD, PURPLE, PINK, BROWN AND RED)",Howard Conant,,P.S. 15 - BRONX,BRONX,ACRYLIC ON ILLUSTRATION BOARD
NAVAJO PATTERN #2,Howard Conant,1974,P.S. 15 - BRONX,BRONX,ACRYLIC ON ILLUSTRATION BOARD
UNTITLED (ARROWS OF REDS),Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
TRIANGULAR GRID PATTERN IN PURPLES AND RED,Howard Conant,1972,P.S. 15 - BRONX,BRONX,ACRYLIC ON ILLUSTRATION BOARD
TRIANGLE/SQUARE SERIES # 1,Howard Conant,1975,P.S. 15 - BRONX,BRONX,ACRYLIC ON ILLUSTRATION BOARD
"UNTITLED (CRISSCROSS IN MUSTARD, PURPLE, ORANGE, RED, AND PEACH)",Howard Conant,1974,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
CHEVRON SERIES # 8,Howard Conant,1974,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
DIAGONAL GRID WITH TRIANGLES IN GREENS & TAN,Howard Conant,1973,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
PINK CHEVRON,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
DEBUSSY'S GARDEN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,GOLD LEAF
DEBUSSY'S GARDEN,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
RILKE'S ORPHEUS,Howard Conant,,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
BYZANTINE EQUILIBRIUM,Howard Conant,1975,OSSS / DSF - QUEENS,QUEENS,GOLD LEAF
BYZANTINE EQUILIBRIUM,Howard Conant,1975,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON ILLUSTRATION BOARD
EMBRYO,Howard Conant,2000,OSSS / DSF - QUEENS,QUEENS,
"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",Hugo Gellert,1970,HILLCREST HS - QUEENS,QUEENS,"MOSAIC, MARBLE"
"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",Hugo Gellert,1970,HILLCREST HS - QUEENS,QUEENS,"MOSAIC, GLASS"
GIRL WEEDING,Hugo Robus,,WILLIAM C. BRYANT HS - Q,QUEENS,STONE
LITERATURE,Hugo Robus,1937,OSSS / DSF - QUEENS,QUEENS,"PLASTER, PAINTED"
MUSIC,Hugo Robus,1938,ROBESON HS COMP&BUS TC (A HML)-K,BROOKLYN,PLASTER
INDUSTRIAL SCENE,Hyman Warsager,,FLUSHING HS - Q,QUEENS,LITHOGRAPH
"SAWMILL, NOVA SCOTIA",I.J. Sanger,1940,FORT HAMILTON HS - K,BROOKLYN,LINOLEUM CUT
"SAWMILL, NOVA SCOTIA",I.J. Sanger,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
FLOWERS,I.J. Sanger,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
GEORGIA POND,Ian Hornak,1973,P.S. 53 - BRONX,BRONX,GRAPHITE
AMERICA - THE LAND OF FREEDOM,Ibby Bente,1976,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
PEEKSKILL WATERFRONT,Ida Abelman,1937,OSSS / DSF - QUEENS,QUEENS,"WOODCUT, COLOR"
PEEKSKILL WATERFRONT,Ida Abelman,1937,OSSS / DSF - QUEENS,QUEENS,"LINOLEUM CUT, COLOR"
STREET PATTERNS,Ida Abelman,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
HAPPY DAYS,Ik-Joong Kang,1996,P.S. 721 (OTC) - QUEENS,QUEENS,CERAMIC
ABSTRACTION,Ilya Bolotowsky,1974,P.S. 72 - BROOKLYN,BROOKLYN,"MOSAIC, CERAMIC"
UNTITLED,Ilya Bolotowsky,1941,THEODORE ROOSEVELT HS - X,BRONX,MOSAIC
LEWIS HOWARD LATIMER (1848-1928),Inge Hardison,1967,P.S. 56 - BROOKLYN,BROOKLYN,CAST STONE
UNTITLED,Inge Hardison,1972,I.S. 201 - BRONX,BRONX,"BRONZE, CAST"
THE GIFT OF FREEDOM,Ingo Swann,1976,THEODORE ROOSEVELT HS - X,BRONX,OIL ON BOARD
THE GIFT OF FREEDOM,Ingo Swann,1976,THEODORE ROOSEVELT HS - X,BRONX,PAPER
THE DIAGONAL,Irene Pereira,1941,MIDWOOD HS - K,BROOKLYN,OIL ON CANVAS
UNTITLED,Irene Pereira,1939,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,OIL ON CANVAS
MOON SONG,Irving Amen,1960,ABRAHAM LINCOLN HS - K,BROOKLYN,"WOODCUT, COLOR"
UNTITLED,Irving Marantz,1970,I.S. 302 - BROOKLYN,BROOKLYN,"BRONZE, CAST"
PORTRAIT OF A YOUNG MAN,Isaac Goldat,1940,P.S. 152 - QUEENS,QUEENS,OIL ON CANVAS
MAIA,Isabel Borgatta,,P.S. 94 - BRONX,BRONX,MARBLE
MAIA,Isabel Borgatta,,P.S. 94 - BRONX,BRONX,WOOD
BARBAROSSA,Isabel Borgatta,,GROVER CLEVELAND HS - Q,QUEENS,MARBLE
BARBAROSSA,Isabel Borgatta,,GROVER CLEVELAND HS - Q,QUEENS,STONE
ROOF TOPS,Isami Doi,1940,FORT HAMILTON HS - K,BROOKLYN,WOODCUT
ROOF TOPS,Isami Doi,1940,FORT HAMILTON HS - K,BROOKLYN,LINOLEUM CUT
"""WE WILL BE OUR BROTHERS KEEPER""",Israel Bernbaum,1984,P.S. 173 - QUEENS,QUEENS,OIL ON CANVAS
"REFLECTION ON CURRENT HISTORY OF AMERICA HUNGARY, RUMANIA & NEW YORK",Istvan Vigh,1976,OSSS / DSF - QUEENS,QUEENS,GOUACHE
ABSTRACT,J Roseman,1986,J.H.S. 237 - QUEENS,QUEENS,
ST PAUL'S CATHEDRAL ( THE CHANCEL),J. Brewer,1920,FORT HAMILTON HS - K,BROOKLYN,"ETCHING, COLOR"
"""WWI MEMORIAL TABLET""",J.E. Steinmeier,1923,P.S. 40 - MANHATTAN,MANHATTAN,BRONZE
BRONZE SCULPTURES,Jack Hastings,1965,ARTHUR SCHOMBURG HS (IS 201) - M,MANHATTAN,BRONZE
UNTITLED,Jack Hastings,1962,P.S. 183 - QUEENS,QUEENS,"BRONZE, CAST"
"""MYTHOLOGICAL CREATURES""",Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,TERRA COTTA
HISTORY OF SCIENCE AND LANGUAGE,Jack Hastings,,JOHN BOWNE HS - QUEENS,QUEENS,BRONZE
"""SUN""",Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,CERAMIC
UNTITLED,Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,CERAMIC
UNTITLED,Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,TERRA COTTA
"""BIRDS""",Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,CERAMIC
"""TREE, VARIOUS ANIMALS AND SUN""",Jack Hastings,1963,P.S. 197 - QUEENS,QUEENS,CERAMIC
GAMES AND RHYTHM,Jack Lubin,1962,P.S. 314 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"1. ""SYMBOLS OF CULTURAL AND PHYSICAL ACTIVITI",Jack Lubin,1959,P.S. 213 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"""EDUCATION""",Jack Lubin,1961,P.S. 262 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"""EDUCATION""",Jack Lubin,1961,P.S. 262 - BROOKLYN,BROOKLYN,"MOSAIC, MARBLE"
LIBERAL ARTS,Jack Lubin,1957,P.S. 272 - BROOKLYN,BROOKLYN,CERAMIC
"""SPIRITS OF EDUCATION""",Jack Lubin,1967,I.S. 292 - BROOKLYN,BROOKLYN,"MOSAIC, GLASS"
"""SPIRITS OF EDUCATION""",Jack Lubin,1967,I.S. 292 - BROOKLYN,BROOKLYN,"MOSAIC, MARBLE"
"""ELEMENTS OF EDUCATION""",Jack Lubin,1962,P.S. 305 - BROOKLYN,BROOKLYN,MOSAIC
"MUSIC RHYTHMS, ELEMENTS OF EDUCATION",Jack Lubin,1969,P.S. 112 (TANDEM M206) - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
ANIMAL AND VEGETABLE KINGDOM (4 PANELS),Jack Lubin,1969,P.S. 112 (TANDEM M206) - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
"ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..",Jack Lubin,1967,P.S. 207 (TANDEM M149) - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
INTRODUCTION TO EDUCATION,Jack Lubin,1965,P.S. 76 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
"""SPRING FESTIVAL""",Jack Lubin,1971,I.S. 129 (PAIRED W P234) - BRONX,BRONX,"MOSAIC, GLASS"
UNTITLED,Jack Lubin,1969,I.S. 71 - BROOKLYN,BROOKLYN,MARBLE
MUSIC RYTHMS,Jack Lubin,1967,P.S. 207 (TANDEM M149) - MANHATTAN,MANHATTAN,MOSAIC
"""ELEMENTS OF EDUCATION""",Jack Lubin,1967,P.S. 207 (TANDEM M149) - MANHATTAN,MANHATTAN,MOSAIC
GYMNASTICS,Jack Lubin,1957,P.S. 272 - BROOKLYN,BROOKLYN,CERAMIC
BRINGING IN THE FISH,Jack Markow,1937,FLUSHING HS - Q,QUEENS,LITHOGRAPH
SPRING 2,Jack Roth,1981,I.S. 98 - BROOKLYN,BROOKLYN,ACRYLIC ON CANVAS
"CHILDREN AT PLAY, STUDY",Jack Stewart,1958,P.S. 28 - MANHATTAN,MANHATTAN,"MOSAIC, GLASS"
"JANUARY, THE FROZEN PND",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,ACRYLIC
"JANUARY, THE FROZEN PND",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,PASTEL
"JANUARY, THE FROZEN PND",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,MIRROR
"MARCH, THE WATERFALL",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,MIRROR
"MARCH, THE WATERFALL",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,PASTEL
"MARCH, THE WATERFALL",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,ACRYLIC
"FEBRUARY, THE FOREST",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,ACRYLIC
"FEBRUARY, THE FOREST",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,MIRROR
"FEBRUARY, THE FOREST",Jack Stewart,1996,P.S. 102 - BRONX,BRONX,PASTEL
APRIL AT THE SHORE,Jack Stewart,1996,P.S. 102 - BRONX,BRONX,MIRROR
APRIL AT THE SHORE,Jack Stewart,1996,P.S. 102 - BRONX,BRONX,ACRYLIC
APRIL AT THE SHORE,Jack Stewart,1996,P.S. 102 - BRONX,BRONX,PASTEL
DELOS I,Jack Stewart,1961,OSSS / DSF - QUEENS,QUEENS,CASEIN
DELOS I,Jack Stewart,1961,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON CANVAS
DELOS I I I,Jack Stewart,1961,P.S. 295 - BROOKLYN,BROOKLYN,ACRYLIC ON CANVAS
DELOS II,Jack Stewart,,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,Newsprint
DELOS II,Jack Stewart,,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,ACRYLIC ON CANVAS
AEGEAN PRELUDE,Jack Stewart,1961,OSSS / DSF - QUEENS,QUEENS,OIL ON CANVAS
"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",Jack Stewart,1989,OSSS / DSF - QUEENS,QUEENS,PHOTOCOPY
"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",Jack Stewart,1989,OSSS / DSF - QUEENS,QUEENS,PHOTOGRAPH
WILBUR & ORVILLE WRIGHT: DETAIL OF INCEPTION OF FLIGHT,Jack Stewart,1951,AVIATION HS - Q,QUEENS,OIL ON CANVAS
INCEPTION OF FLIGHT,Jack Stewart,1951,OSSS / DSF - QUEENS,QUEENS,CASEIN ON BOARD
"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",Jack Stewart,1989,OSSS / DSF - QUEENS,QUEENS,PHOTOGRAPH
"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",Jack Stewart,1989,OSSS / DSF - QUEENS,QUEENS,PHOTOCOPY
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,CASEIN
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,GLASS
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,"WOOD, PAINTED"
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,FOAMCORE
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,PLASTIC
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,CASEIN
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,"WOOD, PAINTED"
"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",Jack Stewart,1959,OSSS / DSF - QUEENS,QUEENS,FOAMCORE
"""UNTITLED, ABSTRACT""",Jack White,1980,I.S. 206B - BRONX,BRONX,METAL
IN OTHER WORDS,Jackie Chang,2003,P.S. 268 - QUEENS,QUEENS,MARBLE
IN OTHER WORDS,Jackie Chang,2003,P.S. 268 - QUEENS,QUEENS,MOSAIC
UNTITLED,Jackie Ferrara,1986,FIORELLO LAGUARDIA HS - MANHATTAN,MANHATTAN,"ETCHING, COLOR"
BACKYARDS,Jacob Friedland,,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
CHILDREN OF PROMISE,Jacqueline Cully,1996,P.S. 75 - BROOKLYN,BROOKLYN,ACRYLIC ON CANVAS
"""KNOWLEDGE IS POWER""- DESIGN FOR 75K",Jacqueline Cully,,OSSS / DSF - QUEENS,QUEENS,
WASHINGTON AND LAFAYETTE,Jacques Maloubier,1976,OSSS / DSF - QUEENS,QUEENS,PRINT
FREEDOM TO LOVE THE BEAUTY OF THE EARTH,Jacques Maloubier,1976,OSSS / DSF - QUEENS,QUEENS,PAPER
FREEDOM TO LOVE THE BEAUTY OF THE EARTH,Jacques Maloubier,1976,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
WASHINGTON AND LAFAYETTE,Jacques Maloubier,1976,OSSS / DSF - QUEENS,QUEENS,WATERCOLOR
,Jacques Maloubier,,OSSS / DSF - QUEENS,QUEENS,"WOOD, PAINTED"
"""THE USE OF ELECTRICITY, CHEMISTRY, DESIGN AND RAW MATERIALS...",Jacques Van Aalten,1939,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN,FRESCO SECCO
THEATER (AFTER THE ACROPOLIS),James Casebere,2006,"""HS FOR CONST.TRADES",1030,DIGITAL PRINT
THEATER (AFTER THE ACROPOLIS),James Casebere,2006,"""HS FOR CONST.TRADES",1030,PLYWOOD
AFTER SINAN,James Casebere,2006,"""HS FOR CONST.TRADES",1030,DIGITAL PRINT
AFTER SINAN,James Casebere,2006,"""HS FOR CONST.TRADES",1030,PLYWOOD
ABADIA,James Casebere,2005,"""HS FOR CONST.TRADES",1030,DIGITAL PRINT
ABADIA,James Casebere,2005,"""HS FOR CONST.TRADES",1030,PLYWOOD
"""ENGLISH LITERATURE""",James Mcnally,1941,BAYSIDE HS - Q,QUEENS,OIL ON CANVAS
THE EVOLUTION OF WESTERN CIVILIZATION,James Newell,1938,EVANDER CHILDS HS - X,BRONX,FRESCO
"""HENRY L. NORR PRINCIPAL 1925-1934""",James Newell,1937,EVANDER CHILDS HS - X,BRONX,OIL ON CANVAS
THE PIONEERS AND THE PLAINS WESTWARD MOVEMENT IN AMERICA,James Penney,,OSSS / DSF - QUEENS,QUEENS,PRINT
EARLY HISTORY OF FLUSHING,James Penney,1938,FLUSHING HS - Q,QUEENS,OIL ON CANVAS
UNTITLED,James Penney,,P.S. 41 - QUEENS,QUEENS,TO BE DETERMINED
THE LIGHT OF LIBERTY,James Penney,1976,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON PAPER
THREE DEER,James Sherman,1940,FORT HAMILTON HS - K,BROOKLYN,LITHOGRAPH
PITTSBURGH GATEWAY TO THE WEST,James Sulkowski,1976,OSSS / DSF - QUEENS,QUEENS,GOUACHE
PITTSBURGH GATEWAY TO THE WEST,James Sulkowski,1976,OSSS / DSF - QUEENS,QUEENS,PAPER
PITTSBURG GATEWAY TO THE WEST (PRINT- SAME IMAGE AS 2051),James Sulkowski,,OSSS / DSF - QUEENS,QUEENS,PRINT
MOUNT ANTHONY,Jan Cook,,WATER'S EDGE EDUCATIONAL COMPLEX - K,BROOKLYN,PAPER
MOUNT ANTHONY,Jan Cook,,WATER'S EDGE EDUCATIONAL COMPLEX - K,BROOKLYN,PASTEL
MIRROR GLOBE,Jane Benson,2012,MASPETH HIGH SCHOOL - QUEENS,QUEENS,MIRROR
MIRROR GLOBE,Jane Benson,2012,MASPETH HIGH SCHOOL - QUEENS,QUEENS,STEEL
MIRROR GLOBE,Jane Benson,2012,MASPETH HIGH SCHOOL - QUEENS,QUEENS,OIL ON PLASTER
SPIRALS,Jane Greengold,2000,MIDDLE COLLEGE HS - BROOKLYN,BROOKLYN,WOOD
SPIRALS,Jane Greengold,2000,MIDDLE COLLEGE HS - BROOKLYN,BROOKLYN,BRONZE
SPIRALS,Jane Greengold,2000,MIDDLE COLLEGE HS - BROOKLYN,BROOKLYN,GLASS
SPIRALS,Jane Greengold,2000,MIDDLE COLLEGE HS - BROOKLYN,BROOKLYN,LIMESTONE
SPIRALS,Jane Greengold,2000,MIDDLE COLLEGE HS - BROOKLYN,BROOKLYN,"TERRA COTTA, GLAZED"
SEASCAPES,Jane Kaufman,2004,P.S. 239 - QUEENS,QUEENS,GLASS
SEASCAPES,Jane Kaufman,2004,P.S. 239 - QUEENS,QUEENS,RUBBER
SEASCAPES,Jane Kaufman,2004,P.S. 239 - QUEENS,QUEENS,PLASTIC
STILL LIFE WITH PHONE,Jane Schoenfeld,1984,OSSS / DSF - QUEENS,QUEENS,PASTEL
STILL LIFE WITH PHONE,Jane Schoenfeld,1984,OSSS / DSF - QUEENS,QUEENS,PAPER
KWAN YIN,Janet Morgan,2000,OSSS / DSF - QUEENS,QUEENS,ACRYLIC ON FABRIC
THE CIRCUS COMES TO TOWN,Janet Morgan,2010,P.S. 273 - QUEENS,QUEENS,"TERRA COTTA, GLAZED"
YOUR VOICES,Janet Zweig,,WALTON HS - X,BRONX,BRONZE
YOUR VOICES,Janet Zweig,,WALTON HS - X,BRONX,MARBLE
YOUR VOICES,Janet Zweig,,WALTON HS - X,BRONX,WOOD
UNTITLED,Jay Rosenblatt,1940,DEWITT CLINTON HS - X,BRONX,ACRYLIC ON MASONITE
THE ART CONTRIBUTION TO CIVILIZATION OF ALL NATIONS,Jean Charlot,1936,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN,FRESCO SECCO
SUMMER TIME,Jean Paleologue,1937,BROOKLYN TECH HS - K,BROOKLYN,OIL ON CANVAS
LATE 18TH CENTURY GOWN OF BLUE SATIN,Jean Peszel,1936,FLUSHING HS - Q,QUEENS,GRAPHITE
LATE 18TH CENTURY GOWN OF BLUE SATIN,Jean Peszel,1936,FLUSHING HS - Q,QUEENS,WATERCOLOR
SETTINGS,Jean Shin,2010,P.S./I.S. 276 - MANHATTAN,MANHATTAN,CERAMIC
"""ABSTRACT""",Jean Woodham,1975,HARRY S. TRUMAN HS - X,BRONX,BRONZE
ARDEN,Jeff Joyce,1987,P.S. 134 - MANHATTAN,MANHATTAN,OIL ON CANVAS
NEPHELOCOCCYGIA,Jeffrey Gibson,2012,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS - BROOKLYN,BROOKLYN,
"""UNTITLED""",Jennie La Susa,1938,RALPH MCKEE VOC HS - S. I.,STATEN ISLAND,TEMPERA ON PANEL
THE STORYTELLING QUILTS,Jennifer Bevill,1995,P.S. 56 - BROOKLYN,BROOKLYN,ACRYLIC ON CANVAS
THE STORYTELLING QUILTS,Jennifer Bevill,1995,P.S. 56 - BROOKLYN,BROOKLYN,COLLAGE
WINDOWS AND BRIDGES,Jennifer Monick,2004,P.S. 69 - BROOKLYN,BROOKLYN,CERAMIC TILE
GULLS,Jerre Vanderhoef,1983,P.S. 106 - QUEENS,QUEENS,WATERCOLOR
GHOST SHIRT,Jerry Clapsaddle,1974,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,LATEX
GHOST SHIRT,Jerry Clapsaddle,1974,NYC SCHOOL CONSTR. AUTHORITY - QUEENS,QUEENS,ACRYLIC ON CANVAS
,Jesse Bransford,2013,P.S. 281 - MANHATTAN,MANHATTAN,"TERRA COTTA, GLAZED"
DRESS OF CIRCA  1760,Jessie Benge,,FLUSHING HS - Q,QUEENS,WATERCOLOR
"ABSTRACTION A, B , AND C",Jim Napierala,1987,HARLEM RENAISSANCE HS (OLD M24)-M,MANHATTAN,ACRYLIC ON PANEL
"ABSTRACTION A, B , AND C",Jim Napierala,1987,HARLEM RENAISSANCE HS (OLD M24)-M,MANHATTAN,PASTEL
DESTINY ROSE,Jim Napierala,1986,P.S. 236 ANNEX (P173 ECC) - BRONX,BRONX,OIL ON CANVAS
SHAPE BY SHAPE: BUILDING ART TOGETHER,Jo Ann Acey,1991,P.S. 151 - MANHATTAN,MANHATTAN,PASTEL
